Folder,Files,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Development\Selkie\Services\Racetracks\packages\SpecFlow.NUnit.Runners.1.0.0,1,79,54,24,1,14,1,11,44,0,1
C:\Development\Selkie\Services\Racetracks\packages\SpecFlow.NUnit.Runners.1.0.0\content,1,79,54,24,1,14,1,11,44,0,1
C:\Development\Selkie\Tools,32,2912,1964,985,161,504,2,444,2675,72,180
C:\Development\Selkie\Tools\Custom,32,2912,1964,985,161,504,2,444,2675,72,180
C:\Development\Selkie\Tools\Custom\Source,32,2912,1964,985,161,504,2,444,2675,72,180
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater,14,1564,1192,557,59,306,0,66,385,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater,2,83,51,26,1,15,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.DependencyUpdater\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency,8,517,399,185,38,86,0,32,145,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests,4,964,742,346,20,205,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DependencyUpdater\Selkie.NuGet.PackageToDependency\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests,4,175,111,47,14,30,0,34,240,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsNUnitDll,2,80,47,21,5,16,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsNUnitDll\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsXUnitDll,2,95,64,26,9,14,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\DoesDllContainTests\IsXUnitDll\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj,14,1173,661,381,88,168,2,344,2050,72,180
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\Backup,7,576,331,192,45,83,1,162,950,36,90
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Tools\Custom\Source\VersionVDProj\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF,495,35656,27174,13632,654,5491,30,2991,7941,0,10
C:\Development\Selkie\WPF\Infrastructure,9,494,286,148,9,82,4,126,668,0,2
C:\Development\Selkie\WPF\Infrastructure\Properties,3,147,66,28,4,24,4,57,355,0,2
C:\Development\Selkie\WPF\Selkie.Framework,32,1998,1658,895,89,320,7,20,170,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common,27,476,401,190,13,57,2,18,134,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests,2,641,437,215,1,109,0,95,198,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Messages,25,320,292,137,4,27,1,1,8,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Common\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces,25,355,292,155,0,46,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Aco,3,35,32,20,0,3,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Converters,3,38,34,18,0,4,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Interfaces\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests,25,4359,3306,1370,42,565,1,488,626,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Aco,6,1571,1163,476,12,206,0,202,210,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Converters,5,1047,802,341,16,134,1,111,114,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services,4,138,128,66,0,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\Services\Handlers,4,138,128,66,0,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Aco,4,270,221,122,10,48,2,1,16,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Converters,10,525,450,233,36,74,0,1,4,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Messages,1,8,8,4,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services,4,121,108,54,0,13,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\Services\Handlers,4,121,108,54,0,13,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.Framework\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application,14,787,514,282,29,127,9,146,672,0,5
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller,3,137,90,41,2,19,1,28,176,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application.Setup.CustomInstaller\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\Properties,3,155,72,35,4,26,4,57,355,0,2
C:\Development\Selkie\WPF\Selkie.WPF.Application\Windsor,4,344,274,132,22,51,2,19,91,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj,6,207,102,75,0,36,3,69,222,0,3
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Debug,4,138,68,50,0,24,2,46,148,0,2
C:\Development\Selkie\WPF\Selkie.WPF.Application\obj\Release,2,69,34,25,0,12,1,23,74,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Common,13,1060,896,443,85,144,0,20,130,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces,20,280,230,134,0,33,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Converters,6,79,70,42,0,9,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\Windsor,4,34,32,16,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Interfaces\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests,10,1711,1311,547,2,251,0,149,252,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Converters,6,896,690,291,0,128,0,78,78,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Converters,6,422,368,177,34,54,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Common\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters,20,1835,1534,785,125,282,0,19,132,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces,24,371,304,165,0,50,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Interfaces\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests,18,4145,3411,1591,18,716,0,18,124,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Converters\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models,27,1912,1579,855,65,316,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common,27,238,208,86,0,13,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Messages,26,199,194,84,0,5,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Common\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces,25,319,268,136,0,34,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Mapping,8,101,91,48,0,10,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Interfaces\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests,24,3897,2934,1391,25,631,1,332,443,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Control,1,433,285,133,0,76,0,72,72,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Handlers,2,156,122,59,3,22,0,12,12,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Mapping,10,1454,1155,586,11,236,1,63,71,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Pheromones,1,400,260,121,2,65,0,75,75,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Settings,5,710,525,250,5,110,0,75,75,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\Status,2,177,130,69,0,29,0,18,18,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\TrailHistory,2,528,443,171,4,85,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Control,1,183,146,80,2,37,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Handlers,3,100,84,51,6,16,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Mapping,10,726,609,341,31,117,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Pheromones,1,107,89,53,1,18,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Settings,5,294,245,135,6,49,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\Status,2,88,69,41,0,19,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\TrailHistory,2,318,271,135,19,47,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Models\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls,45,2453,1608,983,33,382,1,463,1362,0,1
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj,30,2232,1426,911,33,360,1,446,1242,0,1
C:\Development\Selkie\WPF\Selkie.WPF.UserControls\obj\Debug,30,2232,1426,911,33,360,1,446,1242,0,1
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels,28,1865,1570,838,66,273,2,22,151,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces,12,184,148,91,0,19,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces\Settings,2,28,26,18,0,2,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Interfaces\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests,23,3992,2760,1431,13,690,0,542,651,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Control,1,636,416,219,1,118,0,102,102,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Mapping,9,1045,736,443,1,186,0,123,123,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Mapping\Handlers,8,677,504,316,0,116,0,57,57,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Pheromones,1,338,213,109,0,59,0,66,66,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Settings,2,1011,666,308,3,169,0,176,176,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\Status,1,251,172,87,0,37,0,42,42,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\TrailHistory,3,418,331,157,4,72,0,15,15,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\TrailHistory\Converters,1,157,126,64,1,31,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels.Tests\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Control,1,216,183,98,14,32,0,1,11,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Mapping,11,443,373,213,2,67,0,3,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Mapping\Handlers,10,316,274,147,1,39,0,3,6,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Pheromones,1,130,113,68,5,17,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Properties,1,41,16,3,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Settings,2,368,307,168,20,60,1,1,10,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\Status,1,99,81,45,3,18,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\TrailHistory,5,324,284,147,17,40,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\TrailHistory\Converters,2,113,97,50,5,16,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.ViewModels\obj\Release,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views,34,2052,1366,837,37,317,2,369,1092,0,2
C:\Development\Selkie\WPF\Selkie.WPF.Views.Interfaces,8,95,63,23,0,15,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views.Interfaces\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\WPF\Selkie.WPF.Views\obj,23,1773,1137,716,33,284,2,352,972,0,2
C:\Development\Selkie\WPF\Selkie.WPF.Views\obj\Debug,18,1376,890,563,25,220,1,266,738,0,1
C:\Development\Selkie\WPF\Selkie.WPF.Views\obj\Release,5,397,247,153,8,64,1,86,234,0,1
C:\Development\Selkie\Windsor,47,2048,1565,730,43,334,2,149,801,0,0
C:\Development\Selkie\Windsor\NuGet.Selkie.Windsor,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\NuGet.Selkie.Windsor\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\NuGet.Selkie.Windsor\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\NuGet.Selkie.Windsor\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor,16,898,727,339,39,153,2,18,148,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example,7,219,162,96,1,40,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Example\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library,6,121,87,35,1,17,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Examples.Library\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Interfaces,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Interfaces\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Interfaces\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests,11,653,490,225,1,100,0,63,173,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library,6,118,85,33,1,16,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests.Library\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\Extensions,1,22,20,9,0,2,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Extensions,1,18,17,6,1,1,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Installers,3,60,55,28,3,5,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\Windsor\Selkie.Windsor\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\XUnit.Extensions,8,321,216,77,6,51,0,54,363,0,0
C:\Development\Selkie\XUnit.Extensions\NuGet.Selkie.XUnit.Extensions,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\XUnit.Extensions\NuGet.Selkie.XUnit.Extensions\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions,4,162,122,44,4,23,0,17,120,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions.Tests,3,120,80,31,2,20,0,20,123,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions.Tests\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions.Tests\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions.Tests\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions\Properties,1,39,14,2,0,8,0,17,120,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions\obj,0,0,0,0,0,0,0,0,0,0,0
C:\Development\Selkie\XUnit.Extensions\Selkie.XUnit.Extensions\obj\Debug,0,0,0,0,0,0,0,0,0,0,0
